FACULTY OF HUMANITIES,,,,,,
"QUALIFICATION
CODE",QUALIFICATION NAME,"SUBJECT
CODE",SUBJECT NAME,"STUDY
PERIOD","SA/SADC STUDENT
FEE","FOREIGN
STUDENT FEE"
,,MSM31BI,STRENGTH OF MATERIALS III,3,"3,660","5 ,490"
,,MSM32BI,STRENGTH OF MATERIALS III,3,"3,830","5 ,740"
,,EEX11ZI,WORK INTEGRATED LEARNING I,4,"2,140","3 ,210"
,,EEX12ZI,WORK INTEGRATED LEARNING I,4,"2,140","3 ,210"
,,EEX21ZI,WORK INTEGRATED LEARNING II,4,"2,140","3 ,210"
,,EEX22ZI,WORK INTEGRATED LEARNING II,4,"2,140","3 ,210"
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4 ,270"
,,ELA32BI,ELECTRONICS III,1,"3,830","5 ,740"
,,EPR21AI,PROJECTS II,1,"4,530","6 ,800"
,,LOG31BI,LOGIC DESIGN III,1,"4,370","6 ,560"
,,PRG31AI,PROGRAMMING III,1,"3,510","5 ,260"
,,DAT31BI,DATABASE PRINCIPLES III,2,"3,510","5 ,260"
,,EDP31AI,DESIGN PROJECT III,2,"4,530","6 ,800"
,,EDP32AI,DESIGN PROJECT III,2,"4,530","6 ,800"
,,EDS31BI,DIGITAL SYSTEMS III,2,"3,660","5 ,490"
,,EDS32BI,DIGITAL SYSTEMS III,2,"3,660","5 ,490"
,,ELA31BI,ELECTRONICS III,2,"4,370","6 ,560"
,,MIP31BI,MICROPROCESSORS III,2,"4,370","6 ,560"
,,MIP32BI,MICROPROCESSORS III,2,"4,370","6 ,560"
,,NET31AI,NETWORK SYSTEMS III,2,"3,510","5 ,260"
,,NET32AI,NETWORK SYSTEMS III,2,"3,500","5 ,250"
,,OPT31AI,OPERATING SYSTEMS III,2,"3,500","5 ,250"
,,OPT32AI,OPERATING SYSTEMS III,2,"3,510","5 ,270"
,,PRG32AI,PROGRAMMING III,2,"3,510","5 ,270"
,,SOF31BI,SOFTWARE ENGINEERING III,2,"3,500","5 ,250"
,,SOF32BI,SOFTWARE ENGINEERING III,2,"3,510","5 ,270"
,,SYS21AI,SYSTEMS ANALYSIS II,2,"3,990","5 ,980"
,,SYS22AI,SYSTEMS ANALYSIS II,2,"3,500","5 ,250"
,,WIT31AI,MATHEMATICAL APPLICATIONS III,2,"3,660","5 ,490"
,,WIT32AI,MATHEMATICAL APPLICATIONS III,2,"3,660","5 ,490"
,,EXP11ZI,WORK INTEGRATED LEARNING I,3,"2,140","3 ,210"
,,EXP12ZI,WORK INTEGRATED LEARNING I,3,"2,280","3 ,420"
,,EXP21ZI,WORK INTEGRATED LEARNING II,3,"2,140","3 ,210"
,,EXP22ZI,WORK INTEGRATED LEARNING II,3,"2,140","3 ,210"
,,LOG32BI,LOGIC DESIGN III,3,"4,550","6 ,820"
IENDLC,"N DIP ENGINEERING:
ELECTRICAL (ELECTRONICS)",ECM11BI,COMMUNICATION SKILLS I,1,"1,880","2 ,820"
,,EEN31AI,ELECTRICAL ENGINEERING III,1,"4,370","6 ,560"
,,EEN32AI,ELECTRICAL ENGINEERING III,1,"4,550","6 ,820"
,,EEX11ZI,WORK INTEGRATED LEARNING I,1,"2,140","3 ,210"
,,EEX22ZI,WORK INTEGRATED LEARNING II,1,"2,140","3 ,210"
,,EKM22AI,ELECTRONIC COMMUNICATION II,1,"3,830","5 ,740"
,,ELA32BI,ELECTRONICS III,1,"3,830","5 ,740"
,,ELT31AI,ELECTRONIC APPLICATIONS III,1,"4,370","6 ,560"
,,EPR21AI,PROJECTS II,1,"4,530","6 ,800"
,,ESO21AI,SOFTWARE DESIGN II,1,"4,370","6 ,560"
,,LOG31BI,LOGIC DESIGN III,1,"4,370","6 ,560"
,,WIS31AI,MATHEMATICS III,1,"3,660","5 ,490"
,,EDS31BI,DIGITAL SYSTEMS III,2,"3,660","5 ,490"
,,EDS32BI,DIGITAL SYSTEMS III,2,"3,660","5 ,490"
,,EID21AI,INDUSTRIAL ELECTRONICS II,2,"3,660","5 ,490"
,,ELA31BI,ELECTRONICS III,2,"4,370","6 ,560"
,,EMJ21AI,ELECTRICAL MACHINES II,2,"3,660","5 ,490"
,,EPR22AI,PROJECTS II,2,"4,670","7 ,000"
,,WIS32AI,MATHEMATICS III,2,"3,830","5 ,740"
,,ECN32BI,CONTROL SYSTEMS III,3,"3,830","5 ,740"
,,EDP31LI,"DESIGN PROJECT III (LIGHT
CURRENT)",3,"2,290","3 ,430"
,,EDP32LI,"DESIGN PROJECT III (LIGHT
CURRENT)",3,"2,400","3 ,590"
,,EKM21AI,ELECTRONIC COMMUNICATION II,3,"3,660","5 ,490"
,,ELT32AI,ELECTRONIC APPLICATIONS III,3,"4,550","6 ,820"
,,ERE31AI,RADIO ENGINEERING III,3,"4,370","6 ,560"
,,ERE32AI,RADIO ENGINEERING III,3,"4,550","6 ,820"
,,ESO22AI,SOFTWARE DESIGN II,3,"4,550","6 ,820"
,,EEX12ZI,WORK INTEGRATED LEARNING I,4,"2,140","3 ,210"
,,EEX21ZI,WORK INTEGRATED LEARNING II,4,"2,140","3 ,210"
IENDTS,"N DIP ENGINEERING:
ELECTRICAL",COM11AI,COMPUTER SKILLS I,1,"3,510","5 ,260"
,,EDP31HI,"DESIGN PROJECT III (HEAVY
CURRENT)",1,"2,290","3 ,430"
,,EEN31AI,ELECTRICAL ENGINEERING III,1,"4,370","6 ,560"
,,EEN32AI,ELECTRICAL ENGINEERING III,1,"4,550","6 ,820"
,,EEX11ZI,WORK INTEGRATED LEARNING I,1,"2,140","3 ,210"
,,EEX22ZI,WORK INTEGRATED LEARNING II,1,"2,140","3 ,210"
,,EKM22AI,ELECTRONIC COMMUNICATION II,1,"3,830","5 ,740"
,,ELA32BI,ELECTRONICS III,1,"3,830","5 ,740"
,,ELT31AI,ELECTRONIC APPLICATIONS III,1,"4,370","6 ,560"
,,EMD21AI,MECHANICAL TECHNOLOGY II,1,"3,830","5 ,740"
,,EMJ31AI,ELECTRICAL MACHINES III,1,"3,830","5 ,740"
,,EMJ32AI,ELECTRICAL MACHINES III,1,"3,830","5 ,740"
,,EPE31AI,POWER ELECTRONICS III,1,"3,660","5 ,490"
,,EPE32AI,POWER ELECTRONICS III,1,"3,830","5 ,740"
,,EPR21AI,PROJECTS II,1,"4,530","6 ,800"
,,ESO21AI,SOFTWARE DESIGN II,1,"4,370","6 ,560"
,,LOG31BI,LOGIC DESIGN III,1,"4,370","6 ,560"
,,MSM31BI,STRENGTH OF MATERIALS III,1,"3,660","5 ,490"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4 ,270"
,,WIS31AI,MATHEMATICS III,1,"3,660","5 ,490"
,,EDS21BI,DIGITAL SYSTEMS II,2,"3,660","5 ,490"
,,EDS31BI,DIGITAL SYSTEMS III,2,"3,660","5 ,490"
,,EDS32BI,DIGITAL SYSTEMS III,2,"3,660","5 ,490"
,,EID21AI,INDUSTRIAL ELECTRONICS II,2,"3,660","5 ,490"
,,EID22AI,INDUSTRIAL ELECTRONICS II,2,"3,830","5 ,740"
,,ELA31BI,ELECTRONICS III,2,"4,370","6 ,560"
,,EMJ21AI,ELECTRICAL MACHINES II,2,"3,660","5 ,490"
,,EPR22AI,PROJECTS II,2,"4,670","7 ,000"
,,EVE32AI,ELECTRICAL DISTRIBUTION III,2,"3,830","5 ,740"
,,WIS32AI,MATHEMATICS III,2,"3,830","5 ,740"
,,EBE31AI,ELECTRICAL PROTECTION III,3,"3,660","5 ,490"
,,EBE32AI,ELECTRICAL PROTECTION III,3,"3,830","5 ,740"
,,ECN32BI,CONTROL SYSTEMS III,3,"3,830","5 ,740"
,,EDP32HI,"DESIGN PROJECT III (HEAVY
CURRENT)",3,"2,290","3 ,430"
,,EKM21AI,ELECTRONIC COMMUNICATION II,3,"3,660","5 ,490"
,,ELT32AI,ELECTRONIC APPLICATIONS III,3,"4,550","6 ,820"
,,EMD22AI,MECHANICAL TECHNOLOGY II,3,"3,830","5 ,740"
,,EMD31AI,MECHANICAL TECHNOLOGY III,3,"3,660","5 ,490"
,,EMD32AI,MECHANICAL TECHNOLOGY III,3,"3,830","5 ,740"
,,ERE31AI,RADIO ENGINEERING III,3,"4,370","6 ,560"
,,ERE32AI,RADIO ENGINEERING III,3,"4,550","6 ,820"
,,ESO22AI,SOFTWARE DESIGN II,3,"4,550","6 ,820"
,,EVE31AI,ELECTRICAL DISTRIBUTION III,3,"3,660","5 ,490"
,,LOG32BI,LOGIC DESIGN III,3,"4,550","6 ,820"
,,MSK32AI,"APPLIED STRENGTH OF MATERIALS
III",3,"3,830","5 ,740"
,,MSM32BI,STRENGTH OF MATERIALS III,3,"3,830","5 ,740"
,,EEX12ZI,WORK INTEGRATED LEARNING I,4,"2,140","3 ,210"
,,EEX21ZI,WORK INTEGRATED LEARNING II,4,"2,140","3 ,210"
IMNDNG,"N DIP ENGINEERING:
MECHANICAL",EMC11BI,COMMUNICATION SKILLS I,1,"3,690","5 ,550"
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4 ,270"
,,WIS31AI,MATHEMATICS III,1,"3,660","5 ,490"
,,MED21A,"MECHANICAL ENGINEERING DESIGN
I",2,"4,640","6 ,960"
,,MSM32BI,STRENGTH OF MATERIALS III,3,"3,830","5 ,740"
,,MEX11ZI,WORK INTEGRATED LEARNING I,4,"2,140","3 ,210"
,,MEX21ZI,WORK INTEGRATED LEARNING II,4,"2,170","3 ,250"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PIM5012,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4 ,270"
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4 ,470"
ISNDLS,N DIP ENGINEERING: CIVIL,CAM11A,APPLIED MECHANICS,1,"3,710","5 ,570"
,,CAM11AI,APPLIED MECHANICS I,1,"3,610","5 ,410"
,,CDO32AI,DOCUMENTATION III,1,"3,710","5 ,570"
,,CDR12AI,DRAWING I,1,"3,710","5 ,570"
,,CDR21AI,DRAWING II,1,"4,310","6 ,460"
,,CGE22AI,GEOTECHNICAL ENGINEERING II,1,"4,070","6 ,100"
,,CGE31AI,GEOTECHNICAL ENGINEERING III,1,"3,610","5 ,410"
,,COM11AI,COMPUTER SKILLS I,1,"3,510","5 ,260"
,,CSA21AI,STRUCTURAL ANALYSIS II,1,"2,050","3 ,070"
,,CSA32AI,STRUCTURAL ANALYSIS III,1,"2,160","3 ,230"
,,CSU11AI,SURVEYING I,1,"3,610","5 ,410"
,,CTE21AI,TRANSPORTATION ENGINEERING II,1,"3,610","5 ,410"
,,CTE32AI,TRANSPORTATION ENGINEERING III,1,"4,190","6 ,280"
,,CTS22AI,THEORY OF STRUCTURES II,1,"3,710","5 ,570"
,,CWE21AI,WATER ENGINEERING II,1,"3,610","5 ,410"
,,CWE32AI,WATER ENGINEERING III,1,"4,430","6 ,650"
,,ECM11BI,COMMUNICATION SKILLS I,1,"1,880","2 ,820"
,,GWP32AI,"REINFORCED CONCRETE AND
MASONRY DESIGN",1,"3,960","5 ,940"
,,KMA11AI,CONSTRUCTION MATERIALS I,1,"3,160","4 ,740"
,,KMT12AI,CONSTRUCTION METHODS I,1,"3,230","4 ,850"
,,PIM5011,"PERSONAL INFORMATION
MANAGEMENT",1,-,-
,,PRE1A,ENGLISH PROFICIENCY,1,"2,850","4 ,270"
,,PRE2A,ENGLISH PROFICIENCY,1,-,-
,,PRE2B,ENGLISH PROFICIENCY,1,"2,980","4 ,470"
,,SSL31AI,"STRUCTURAL STEEL AND TIMBER
DESIGN III",1,"3,960","5 ,940"
,,WIS11AI,MATHEMATICS I,1,"3,830","5 ,740"
,,WIS22AI,MATHEMATICS II,1,"3,830","5 ,740"
,,CSU21A,SURVEYING I,2,"4,640","6 ,960"
,,CSU22AI,SURVEYING: CIVIL II,2,"2,160","3 ,230"
,,CEX11ZI,WORK-INTEGRATED LEARNING I,4,"2,070","3 ,100"
,,CEX12ZI,WORK-INTEGRATED LEARNING I,4,"3,010","4 ,510"
,,CEX21ZI,WORK -INTEGRATED LEARNING II,4,"2,050","3 ,070"
,,CEX22ZI,WORK -INTEGRATED LEARNING II,4,"2,050","3 ,070"
AD_CMN,"ADVANCED DIPLOMA IN
COMPUTER NETWORKING",CMN417C,COMPUTER NETWORKING,1,"5,570","8 ,350"
,,CSA427E,"COMPUTER SERVER'S
ADMINISTRATION",1,"4,310","6 ,460"
,,CSY417E,INFORMATION SECURITY,1,"5,570","8 ,350"
,,DBS417E,DATABASE SYSTEMS,1,"5,570","8 ,350"
,,IFD427C,INFRASTRUCTURE DESIGN,1,"5,570","8 ,350"
,,NCO427E,NETWORK CONVERGENCE,1,"3,830","5 ,740"
,,NPJ417C,"RESEARCH
METHODOLOGY/NETWORK PROJECT",1,"5,570","8 ,350"
,,NPJ427C,"RESEARCH
METHODOLOGY/NETWORK PROJECT",1,"5,570","8 ,350"
,,OPS427E,OPERATING SYSTEMS,1,"5,570","8 ,350"
AD_ITC,"ADVANCED DIPLOMA IN
INFORMATION TECHNOLOGY",CSA427E,"COMPUTER SERVER'S
ADMINISTRATION",1,"4,310","6 ,460"
,,CSY417E,INFORMATION SECURITY,1,"5,570","8 ,350"
,,DBS417E,DATABASE SYSTEMS,1,"5,570","8 ,350"
,,IPJ417C,"RESEARCH METHODOLOGY/IT
PROJECT 4A",1,"5,570","8 ,350"
,,IPJ427C,"RESEARCH METHODOLOGY/IT
PROJECT 4A",1,"5,570","8 ,350"
,,OPS427E,OPERATING SYSTEMS,1,"5,570","8 ,350"
,,SOD417C,SOFTWARE DEVELOPMENT,1,"5,570","8 ,350"
,,SOE427C,SOFTWARE ENGINEERING & DESIGN,1,"5,570","8 ,350"
ADLTME,"ADVANCED DIPLOMA IN
LOGISTICS AND
TRANSPORTATION",BLM0011,"BUSINESS LOGISTICS AND
MANAGEMENT",1,"6,660","9 ,990"
,,BLM0012,"BUSINESS LOGISTICS AND
MANAGEMENT",1,"6,660","9 ,990"
,,FRM0012,"FREIGHT PLANNING AND
MANAGEMENT",1,"6,940","10,420"
,,IRP0011,"INTRODUCTION TO RESEARCH AND
RESEARCH PROJECT",1,"6,660","9 ,990"
,,IVM0012,INVENTORY MANAGEMENT,1,"6,490","9 ,730"
,,PJM0011,PROJECT MANAGEMENT,1,"6,660","9 ,990"
,,TFM0011,"TRAFFIC PLANNING AND
MANAGEMENT",1,"6,660","9 ,990"
,,THE0012,"TRANSPORTATION AND HIGHWAY
ENGINEERING",1,"6,940","10,420"
,,TPP0011,TRANSPORTATION PLANNING,1,"6,660","9 ,990"
,,TSE0012,TRANSPORTATION ECONOMICS,1,"6,940","10,420"
,,URP0012,URBAN AND REGIONAL PLANNING,1,"6,940","10,420"
PD_CHS,"PG DIP IN CONS IN HEALTH AND
SAFETY MANAGEMENT",CER42BE,CONSTRUCTION ERGONOMICS,1,"1,920","2 ,870"
,,CHS42BE,HEALTH AND SAFETY ISSUES,1,"2,870","4 ,310"
,,CPM41BE,"CONSTRUCTION PROJECT
MANAGEMENT",1,"5,740","8 ,610"
,,CSM41BE,"CONSTRUCTION SAFETY
MANAGEMENT",1,"2,870","4 ,310"
,,CTE40BE,CONSTRUCTION TREATISE,1,"7,180","10,770"
,,FIH41BE,"FUNDAMENTALS OF INDUSTRIAL
HYGIENE",1,"1,920","2 ,870"
,,FMT41BE,FACILITY MANAGEMENT,1,"3,830","5 ,740"
,,HSP40BE,HEALTH AND SAFETY PRACTICE,1,"3,830","5 ,740"
,,LCN41BE,LEAN CONSTRUCTION,1,"3,830","5 ,740"
,,PBM41BE,"PROFESSIONAL BUSINESS
MANAGEMENT",1,"3,830","5 ,740"
,,SCL42BE,STATUTORY CONSTRUCTION LAW,1,"3,830","5 ,740"
,,SMS41BE,SAFETY MANAGEMENT SYSTEMS,1,"2,870","4 ,310"
,,SMS42BE,"SAFETY MANAGEMENT SYSTEMS
AUDITING",1,"2,870","4 ,310"
PD_CON,"PGDIP(CONSTR)CONSTRUCTION
MANAGEMENT",CES41BE,CONSTRUCTION ECONOMICS,1,"3,830","5 ,740"
,,CNP40BE,CONSTRUCTION PRACTISE,1,"5,510","8 ,250"
,,CPM41BE,"CONSTRUCTION PROJECT
MANAGEMENT",1,"5,740","8 ,610"
,,CTE40BE,CONSTRUCTION TREATISE,1,"7,180","10,770"
,,FMT41BE,FACILITY MANAGEMENT,1,"3,830","5 ,740"
,,LCN41BE,LEAN CONSTRUCTION,1,"3,830","5 ,740"
,,PBM41BE,"PROFESSIONAL BUSINESS
MANAGEMENT",1,"3,830","5 ,740"
,,SCE42BE,"CONSTRUCTION METHODS AND
ENGINEERING",1,"5,510","8 ,250"
,,SCL42BE,STATUTORY CONSTRUCTION LAW,1,"3,830","5 ,740"
,,SCM42BE,"STRATEGIC CONSTRUCTION
MANAGEMENT",1,"5,510","8 ,250"
PD_CQS,"PG DIP CONSTRUCTION
QUANTITY SURVEYING",CES41BE,CONSTRUCTION ECONOMICS,1,"3,830","5 ,740"
,,CPM41BE,"CONSTRUCTION PROJECT
MANAGEMENT",1,"5,740","8 ,610"
,,CTE40BE,CONSTRUCTION TREATISE,1,"7,180","10,770"
,,DQS42BE,DESCRIPTIVE QUANTITIES,1,"5,650","8 ,480"
,,FMT41BE,FACILITY MANAGEMENT,1,"3,830","5 ,740"
,,LCN41BE,LEAN CONSTRUCTION,1,"3,830","5 ,740"
,,PBM41BE,"PROFESSIONAL BUSINESS
MANAGEMENT",1,"3,830","5 ,740"
,,PLE40BE,PROFESSIONAL PRACTICE,1,"5,650","8 ,480"
,,PVA42BE,PROPERTY VALUATION PRACTICE,1,"2,820","4 ,240"
,,SCL42BE,STATUTORY CONSTRUCTION LAW,1,"3,830","5 ,740"
PD_ITC,"PG DIPLOMA IN INFORMATION
TECHNOLOGY",CAR517E,COMPUTER ARCHITECTURE,1,"6,430","9 ,640"
,,IPJ517C,ADVANCED RESEARCH PROJECT 5A,1,"6,430","9 ,640"
,,IPJ527C,ADVANCED RESEARCH PROJECT 5B,1,"6,430","9 ,640"
,,SOD517C,"ADVANCED SOFTWARE
DEVELOPMENT V",1,"6,430","9 ,640"
,,TPG527C,"OPERATING SYSTEM
PROGRAMMING",1,"6,430","9 ,640"
PD_UDV,"PG DIP CONSTRUCTION URBAN
DEV",CES41BE,CONSTRUCTION ECONOMICS,1,"3,830","5 ,740"
,,CPM41BE,"CONSTRUCTION PROJECT
MANAGEMENT",1,"5,740","8 ,610"
,,CTE40BE,CONSTRUCTION TREATISE,1,"7,180","10,770"
,,DPE40BE,DEVELOPMENT PRACTICE,1,"3,800","5 ,720"
,,FMT41BE,FACILITY MANAGEMENT,1,"3,830","5 ,740"
,,LCN41BE,LEAN CONSTRUCTION,1,"3,830","5 ,740"
,,PBM41BE,"PROFESSIONAL BUSINESS
MANAGEMENT",1,"3,830","5 ,740"
,,SCL42BE,STATUTORY CONSTRUCTION LAW,1,"3,830","5 ,740"
,,SDT42BE,SUSTAINABLE DEVELOPMENT,1,"5,650","8 ,480"
,,UPD42BE,"URBAN PLANNING AND
DEVELOPMENT",1,"5,650","8 ,480"
BCBTIP,"B TECH: INFORMATION
TECHNOLOGY: WEB & APP",APE42AB,"ADVANCED INTERNET
PROGRAMMING AND ECOMMERCEIV",1,"3,650","5 ,470"
,,BSL42AB,OPERATING SYSTEMS IV,1,"3,660","5 ,480"
,,CRA42AB,COMPUTER ARCHITECTURE IV,1,"3,650","5 ,490"
,,CSY41AB,COMPUTER SECURITY IV,1,"4,130","6 ,190"
,,DBS41AB,DATA BASE SYSTEMS IV,1,"4,130","6 ,190"
,,IPE41AB,"INTERNET PROGRAMMING AND
ECOMMERCE IV",1,"3,650","5 ,480"
,,ITM41AB,"INFORMATION AND TECHNOLOGY
MANAGEMENT IV",1,"4,130","6 ,190"
,,NMT11AB,RESEARCH METHODOLOGY,1,"3,050","4 ,570"
,,PIO42AB,"SOFTWARE ENGINEERING AND
DESIGN IV",1,"3,660","5 ,490"
,,PRJ40AB,PROJECT IV,1,"6,990","10,480"
,,USR42AB,USER INTERFACES IV,1,"3,830","5 ,740"
BCBTIW,"B TECH: INFORMATION TECH:
SOFTWARE",ADS42AB,"ADVANCED DEVELOPMENT
SOFTWARE IV",1,"3,650","5 ,490"
,,BSL42AB,OPERATING SYSTEMS IV,1,"3,660","5 ,480"
,,CRA42AB,COMPUTER ARCHITECTURE IV,1,"3,650","5 ,490"
,,CSY41AB,COMPUTER SECURITY IV,1,"4,130","6 ,190"
,,DBS41AB,DATA BASE SYSTEMS IV,1,"4,130","6 ,190"
,,ITM41AB,"INFORMATION AND TECHNOLOGY
MANAGEMENT IV",1,"4,130","6 ,190"
,,NMT11AB,RESEARCH METHODOLOGY,1,"3,050","4 ,570"
,,OPG41AB,DEVELOPMENT SOFTWARE IV,1,"3,660","5 ,480"
,,PIO42AB,"SOFTWARE ENGINEERING AND
DESIGN IV",1,"3,660","5 ,490"
,,PRJ40AB,PROJECT IV,1,"6,990","10,480"
,,USR42AB,USER INTERFACES IV,1,"3,830","5 ,740"
IEBTEG,"B TECH: ENGINEERING:
ELECTRICAL",DBP41AI,DATABASE PROGRAMMING IV,1,"3,650","5 ,480"
,,DBP42AI,DATABASE PROGRAMMING IV,1,"6,540","9 ,810"
,,EBE41AI,ELECTRICAL PROTECTION IV,1,"6,540","9 ,810"
,,EBE42AI,ELECTRICAL PROTECTION IV,1,"6,540","9 ,810"
,,EBT41AI,PROTECTION TECHNOLOGY IV,1,"6,540","9 ,810"
,,EBT42AI,PROTECTION TECHNOLOGY IV,1,"6,540","9 ,810"
,,EDG41AI,DIGITAL SIGNAL PROCESSING IV,1,"6,540","9 ,810"
,,EDG42AI,DIGITAL SIGNAL PROCESSING IV,1,"6,540","9 ,810"
,,EHV41AI,HIGH VOLTAGE ENGINEERING IV,1,"6,540","9 ,810"
,,EHV42AI,HIGH VOLTAGE ENGINEERING IV,1,"6,540","9 ,810"
,,EIP40AI,"INDUSTRIAL PROJECT IV (LIGHT
CURRENT)",1,"6,600","9 ,900"
,,EIP40CI,"INDUSTRIAL PROJECT IV
(COMPUTER SYSTEMS)",1,"6,820","10,230"
,,EIP40HI,"INDUSTRIAL PROJECT IV (HEAVY
CURRENT)",1,"6,600","9 ,900"
,,EIW41AI,ENGINEERING MATHEMATICS IV,1,"6,540","9 ,810"
,,EIW42AI,ENGINEERING MATHEMATICS IV,1,"6,540","9 ,810"
,,EKM41AI,ELECTRONIC COMMUNICATION IV,1,"6,540","9 ,810"
,,EKM42AI,ELECTRONIC COMMUNICATION IV,1,"6,540","9 ,810"
,,EKS41AI,"ELECTRONIC COMMUNICATION
SYSTEMS IV",1,"6,540","9 ,810"
,,EKS42AI,"ELECTRONIC COMMUNICATION
SYSTEMS IV",1,"6,540","9 ,810"
,,ELE41AI,ELECTRONICS IV,1,"6,540","9 ,810"
,,ELE42AI,ELECTRONICS IV,1,"6,540","9 ,810"
,,EMI41AI,MICROCONTROLLER SYSTEMS IV,1,"6,540","9 ,810"
,,EMI42AI,MICROCONTROLLER SYSTEMS IV,1,"6,540","9 ,810"
,,EMJ41AI,ELECTRICAL MACHINES IV,1,"6,540","9 ,810"
,,EMJ42AI,ELECTRICAL MACHINES IV,1,"6,540","9 ,810"
,,EMO41AI,MICROSYSTEMS DESIGN IV,1,"6,540","9 ,810"
,,EMO42AI,MICROSYSTEMS DESIGN IV,1,"6,540","9 ,810"
,,ENM41AI,ENGINEERING MANAGEMENT IV,1,"6,510","9 ,760"
,,EPC42AI,SIGNAL PROCESSING,1,"3,830","5 ,740"
,,EPE41AI,POWER ELECTRONICS IV,1,"6,540","9 ,810"
,,EPE42AI,POWER ELECTRONICS IV,1,"6,540","9 ,810"
,,EPS41AI,POWER SYSTEMS IV,1,"6,540","9 ,810"
,,EPS42AI,POWER SYSTEMS IV,1,"6,540","9 ,810"
,,PCT42AI,PROCESS CONTROL IV,1,"6,540","9 ,810"
,,PIG41AI,SOFTWARE ENGINEERING IV,1,"3,630","5 ,440"
,,PIG42AI,SOFTWARE ENGINEERING IV,1,"3,650","5 ,480"
,,REN41AI,COMPUTER NETWORKS IV,1,"6,540","9 ,810"
,,REN42AI,COMPUTER NETWORKS IV,1,"6,540","9 ,810"
,,SAT41AI,SATELLITE COMMUNICATIONS IV,1,"5,810","8 ,710"
,,SFS41AI,SOFTWARE SYSTEMS IV,1,"3,650","5 ,480"
,,SFS42AI,SOFTWARE SYSTEMS IV,1,"6,820","10,230"
,,MSM41AI,STRENGTH OF MATERIALS IV,1,"5,860","8 ,790"
,,GEO42AI,GEOMETRIC DESIGN IV,1,"5,780","8 ,660"
,,HDR41AI,HYDRAULICS IV,1,"5,780","8 ,660"
,,NWK42AI,"RETICULATION DESIGN AND
MANAGEMENT IV",1,"5,780","8 ,660"
,,PJK41AI,PROJECT MANAGEMENT: CIVIL IV,1,"5,630","8 ,440"
H_BCVL,"BACHELOR OF ENGINEERING
TECHNOLOGYHONOURSINCIVIL
ENGINEERING",CHD418A,Hydraulics,1,"5,440","8 ,160"
,,CCM418A,Construction Materials and Technology,1,"5,440","8 ,160"
,,CUD418A,Urban Planning and Design,1,"5,440","8 ,160"
,,CSA418A,Structural Analysis and Design,1,"5,440","8 ,160"
,,CRP408A,Research Project,1,"12,440","18,650"
,,CHY428A,Hydrology,1,"5,440","8 ,160"
,,CTE428A,Transportation and Traffic Engineering,1,"5,440","8 ,160"
,,CEE428A,Environmental Engineering,1,"5,440","8 ,160"
,,CGE428A,Geotechnical Engineering,1,"5,440","8 ,160"
ISBTQG,B TECH: QUANTITY SURVEYING,BEP40AI,BUILDING ENTREPRENEURSHIP IV,1,"9,760","14,640"
,,CLP40AI,"CONSTRUCTION LAW AND
PROCEDURES IV",1,"9,760","14,640"
,,COE40AI,CONSTRUCTION ECONOMICS IV,1,"9,760","14,640"
,,DEM40AI,DEVELOPMENT MANAGEMENT IV,1,"9,760","14,640"
,,NMD10AI,RESEARCH METHODOLOGY,1,"6,060","9 ,090"
,,PRO40AI,REAL ESTATE MANAGEMENT IV,1,"9,760","14,640"
ISBTRR,"B TECH: CONSTRUCTION
MANAGEMENT",BEP40AI,BUILDING ENTREPRENEURSHIP IV,1,"9,760","14,640"
,,CLP40AI,"CONSTRUCTION LAW AND
PROCEDURES IV",1,"9,760","14,640"
,,COE40AI,CONSTRUCTION ECONOMICS IV,1,"9,760","14,640"
,,DEM40AI,DEVELOPMENT MANAGEMENT IV,1,"9,760","14,640"
,,KON40AI,CONSTRUCTION MANAGEMENT IV,1,"9,760","14,640"
,,NMD10AI,RESEARCH METHODOLOGY,1,"6,060","9 ,090"
,,PRO40AI,REAL ESTATE MANAGEMENT IV,1,"9,760","14,640"
B_CHSM,"B OF CONSTRUCTION IN HEALTH
AND SAFETY",CML10BE,CONSTRUCTION MATERIALS,1,"5,310","7 ,960"
,,CNT10BE,CONSTRUCTION MATHEMATICS I,1,"3,980","5 ,970"
,,COM10BE,CONSTRUCTION MANAGEMENT I,1,"5,310","7 ,960"
,,DCT10BE,DESIGN AND CONSTRUCTION,1,"5,310","7 ,960"
,,DLC5011,BASIC DIGITAL LITERACY,1,"3,290","4 ,940"
,,LCS5001,"ACADEMIC LITERACY AND
COMMUNICATION STUDIES",1,"2,950","4 ,420"
,,QTS10BE,QUANTITY SURVEYING I,1,"5,310","7 ,960"
,,RCM10BE,"RESIDENT CONSTRUCTION
METHODS",1,"5,310","7 ,960"
,,UDS10BE,"URBAN DEVELOPMENT AND
SUSTAINABILITY",1,"5,310","7 ,960"
,,BGD20BE,BUILDING SERVICES,2,"5,310","7 ,960"
